Name,Chromosome,Region,Identifier,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - Total counts,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - RPKM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - TPM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - Total counts,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - RPKM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - TPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - Total counts,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - RPKM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - TPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - Total counts,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - RPKM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - TPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - Total counts,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - RPKM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - TPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - Total counts,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - RPKM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - TPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - Total counts,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - RPKM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - TPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - Total counts,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - RPKM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - TPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - Total counts,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - RPKM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - TPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - Total counts,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - RPKM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - TPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - Total counts,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - RPKM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - TPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - CPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - Total counts,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - RPKM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - TPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - CPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - Total counts,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - RPKM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - TPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - CPM
pcaR,PA14 ref,175175..176014,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383555,0,0,0,0,3,10.52100434,12.01057208,12.92562348,2,5.803506502,6.442260385,6.940170724,3,8.937777339,9.823367297,10.94884145,0,0,0,0,3,7.784248045,8.428001021,10.07420281,4,10.12126797,10.99267296,11.56235191,4,9.982924208,10.96302234,12.46298572,5,12.50826046,13.6864968,15.67679306,6,15.36947763,16.79742478,18.95098545,1,2.47360882,2.75772807,3.410315487,7,17.66191561,20.84204065,31.01086867,8,20.21606731,23.0661958,30.96234456
PA14_01940,PA14 ref,176167..177318,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383556,15,39.95186855,46.06429419,67.13324772,25,63.92971389,72.98090671,107.713529,22,46.5489584,51.67229684,76.34187796,31,67.34366954,74.01634387,113.1380283,25,53.95147882,59.95887601,91.11237236,30,56.76014199,61.45417411,100.7420281,18,33.21041053,36.06970814,52.03058359,26,47.31490119,51.96015795,81.00940716,32,58.37188212,63.8703184,100.3314756,25,46.69546155,51.03384264,78.96243936,23,41.48448125,46.24939783,78.4372562,22,40.47522328,47.76300981,97.4627301,22,40.53742663,46.25252804,85.14644753
PA14_01960,PA14 ref,177315..178385,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383557,12,34.37875075,39.6385187,53.70659818,13,35.75766182,40.82024496,56.01103509,17,38.69004335,42.94840257,58.99145115,10,23.36673814,25.682006,36.49613816,8,18.57018968,20.63794589,29.15595916,11,22.38607281,24.23738856,36.93874364,22,43.66037164,47.41937354,63.59293549,18,35.23385015,38.69302001,56.08343573,22,43.16576157,47.2318321,68.97788946,23,46.208887,50.50206143,72.64544421,9,17.46076814,19.46631579,30.69283938,6,11.87355671,14.0114559,26.58074457,8,15.85573906,18.09113396,30.96234456
PA14_01970,PA14 ref,178382..181429,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383558,65,65.43298156,75.44388339,290.9107401,60,57.98978772,66.20000357,258.5124696,83,66.37474956,73.68018275,288.017085,54,44.3370057,48.73008974,197.079146,67,54.64817508,60.73314811,244.1811579,98,70.0786635,75.87412993,329.0906251,127,88.56109476,96.18588838,367.1046731,108,74.28238879,81.57524495,336.5006144,124,85.48952815,93.54235609,388.7844679,127,89.65528618,97.98497788,401.1291919,87,59.30817998,66.12033049,296.6974474,64,44.50246453,52.515378,283.5279421,62,43.17801777,49.26539852,239.9581703
PA14_01980,PA14 ref,181628..182566,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383559,6,19.60577319,22.60535331,26.85329909,11,34.5097906,39.39569967,47.39395277,11,28.55399365,31.69674439,38.17093898,10,26.65151922,29.29225605,36.49613816,7,18.53310863,20.59673594,25.51146426,16,37.13890441,40.21027111,53.72908165,27,61.11564367,66.37748208,78.04587538,13,29.02383715,31.87332373,40.50470358,22,49.23379195,53.87145067,68.97788946,19,43.53866933,47.58375923,60.01145391,11,24.34094302,27.13674906,37.51347036,13,29.34247961,34.62575443,57.59161324,5,11.30291303,12.89643535,19.35146535
PA14_01990,PA14 ref,182682..182867,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383560,1,16.4962554,19.02009566,4.475549848,5,79.19035527,90.40215541,21.5427058,2,26.2093842,29.09407916,6.940170724,1,13.45471858,14.78786475,3.649613816,1,13.36604379,14.85432799,3.644494895,5,58.59111432,63.43656682,16.79033802,3,34.2817141,37.23324711,8.671763931,3,33.81313038,37.1328176,9.347239288,2,22.59556727,24.72399422,6.270717224,5,57.84212012,63.21611476,15.79248787,4,44.68454643,49.81702319,13.64126195,0,0,0,0,8,91.29836848,104.1699165,30.96234456
PA14_02010,PA14 ref,183147..183299,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383561,13,260.7055265,300.5921001,58.18214803,12,231.0495072,263.7615828,51.70249393,9,143.3807489,159.1617272,31.23076826,2,32.7134334,35.95480841,7.299227631,7,113.7424118,126.4074186,25.51146426,7,99.71977887,107.966549,23.50647322,6,83.35161859,90.52789495,17.34352786,6,82.21231701,90.28371337,18.69447858,7,96.1419235,105.1981715,21.94751028,8,112.5085944,122.9615409,25.2679806,8,108.6447796,121.1237427,27.2825239,6,83.11489699,98.08019127,26.58074457,5,69.3688584,79.14871109,19.35146535
PA14_02020,PA14 ref,183454..184788,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383562,8,18.38683748,21.19992685,35.80439879,9,19.85987337,22.67164167,38.77687045,11,20.08404497,22.29456403,38.17093898,13,24.36967005,26.78431233,47.4449796,8,14.89788251,16.55673412,29.15595916,16,26.1224204,28.28273002,53.72908165,11,17.51320526,19.02102961,31.79646775,14,21.9848668,24.14328515,43.62045001,11,17.31480548,18.94580231,34.48894473,10,16.11780426,17.61527692,31.58497574,9,14.00785219,15.61679716,30.69283938,12,19.05105504,22.48130227,53.16148915,11,17.49030542,19.95614693,42.57322376
PA14_02030,PA14 ref,complement(184817..185614),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383563,5,19.2249593,22.1662769,22.37774924,4,14.76632189,16.85694326,17.23416464,6,18.32686264,20.34398016,20.82051217,3,9.408186673,10.34038663,10.94884145,4,12.46157466,13.8491479,14.57797958,6,16.38789062,17.74316004,20.14840562,14,37.288882,40.49932142,40.46823168,5,13.13542659,14.42502939,15.57873215,6,15.79990794,17.28820649,18.81215167,10,26.96399584,29.46916628,31.58497574,5,13.01899379,14.51435826,17.05157743,4,10.62370864,12.5365658,17.72049638,4,10.64003542,12.14010305,15.48117228
PA14_02050,PA14 ref,185692..187308,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383564,6,11.3851707,13.12704191,26.85329909,9,16.39637041,18.71777466,38.77687045,11,16.58144715,18.40645824,38.17093898,11,17.02433779,18.7111758,40.14575197,5,7.687335016,8.543305524,18.22247447,7,9.435452176,10.21575881,23.50647322,8,10.51560309,11.42095892,23.12470382,6,7.77890198,8.542614809,18.69447858,6,7.797357167,8.531842162,18.81215167,5,6.65345352,7.271612459,15.79248787,7,8.994941164,10.02810207,23.87220841,6,7.864303797,9.280314944,26.58074457,6,7.876389859,8.986829534,23.22175842
PA14_02060,PA14 ref,187980..188816,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383565,4,14.66333813,16.9067517,17.90219939,2,7.039142691,8.035747147,8.617082322,8,23.2972304,25.8614037,27.7606829,13,38.869187,42.72049816,47.4449796,16,47.52371124,52.81538842,58.31191831,4,10.4161981,11.27761188,13.43227041,8,20.31508984,22.06414644,23.12470382,9,22.54208692,24.75521173,28.04171786,15,37.65927879,41.20665703,47.03037918,20,51.41521788,56.19210201,63.16995149,9,22.34227321,24.9085116,30.69283938,12,30.38609137,35.85727423,53.16148915,10,25.36065791,28.93608793,38.7029307
PA14_02070,PA14 ref,189058..190464,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383566,3,6.542224956,7.543150946,13.42664954,6,12.56239325,14.34098158,25.85124696,2,3.464780001,3.846125603,6.940170724,1,1.778662157,1.954898965,3.649613816,1,1.76693969,1.96368515,3.644494895,2,3.098208177,3.354428267,6.716135207,1,1.510637011,1.640697456,2.890587977,1,1.489988688,1.636271991,3.115746429,4,5.974094546,6.536834293,12.54143445,3,4.587903771,5.014156651,9.475492723,3,4.430344156,4.939214453,10.23094646,2,3.012693495,3.555145526,8.860248191,2,3.017323479,3.442715792,7.740586139
PA14_02090,PA14 ref,190557..191222,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383567,13,59.89181014,69.05494192,58.18214803,16,70.77192111,80.79183618,68.93665857,13,47.57829655,52.81492748,45.11110971,19,71.39485803,78.46893997,69.3426625,12,44.7943089,49.78207219,43.73393873,16,52.36250937,56.69285972,53.72908165,13,41.48808043,45.06005582,37.5776437,19,59.80760899,65.67936806,59.19918215,25,78.88092179,86.31124109,78.3839653,29,93.69381259,102.3987156,91.59642966,32,99.83574337,111.3028987,109.1300956,34,108.1991227,127.6809697,150.6242193,24,76.49322764,87.27749764,92.88703367
PA14_02100,PA14 ref,191228..191818,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383568,6,31.15028938,35.91611973,26.85329909,3,14.95371176,17.07086386,12.92562348,3,12.37295802,13.73476833,10.41025609,2,8.468959915,9.308097608,7.299227631,0,0,0,0,1,3.687968617,3.992961567,3.358067603,1,3.596389635,3.906025924,2.890587977,6,21.28339171,23.37294102,18.69447858,1,3.555647642,3.890577771,3.135358612,4,14.56329522,15.91634158,12.6339903,6,21.09473512,23.517681,20.46189292,4,14.34470303,16.9275457,17.72049638,5,17.95843542,20.49027546,19.35146535
PA14_02110,PA14 ref,complement(191825..192532),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383569,5,21.66881006,24.98402397,22.37774924,1,4.160849175,4.749943759,4.308541161,1,3.442758094,3.82167989,3.470085362,1,3.534714202,3.884947518,3.649613816,2,7.022836565,7.804816402,7.288989789,2,6.157032352,6.666215497,6.716135207,1,3.002071009,3.260538589,2.890587977,4,11.84414737,13.00697565,12.46298572,4,11.87224721,12.99057323,12.54143445,5,15.19581122,16.60762337,15.79248787,1,2.934790126,3.271880761,3.410315487,1,2.993545019,3.532549262,4.430124096,1,2.998145575,3.420834124,3.87029307
PA14_02130,PA14 ref,complement(192659..193039),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383570,0,0,0,0,2,15.46394339,17.65333428,8.617082322,0,0,0,0,0,0,0,0,1,6.525155234,7.251719177,3.644494895,2,11.44141445,12.38761305,6.716135207,3,16.73595491,18.1768608,8.671763931,2,11.00479834,12.08522147,6.231492858,0,0,0,0,2,11.29515416,12.34456414,6.316995149,0,0,0,0,0,0,0,0,2,11.14271426,12.71365123,7.740586139
PA14_02140,PA14 ref,complement(193066..193608),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383571,1,5.650651021,6.515170891,4.475549848,0,0,0,0,3,13.46670017,14.9488915,10.41025609,0,0,0,0,0,0,0,0,0,0,0,0,1,3.914302531,4.251309984,2.890587977,1,3.860799418,4.239842893,3.115746429,1,3.869959036,4.234496248,3.135358612,0,0,0,0,0,0,0,0,1,3.903185771,4.605975833,4.430124096,2,7.818368571,8.920628212,7.740586139
PA14_02150,PA14 ref,complement(193617..195608),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383572,7,10.78219103,12.43180952,31.32884894,9,13.30970429,15.1940972,38.77687045,8,9.789047112,10.8664633,27.7606829,11,13.81945492,15.1887406,40.14575197,9,11.23230788,12.48300455,32.80045405,6,6.565028472,7.107952668,20.14840562,13,13.87101484,15.06525963,37.5776437,11,11.5765838,12.71314337,34.27321072,9,9.494221791,10.38854576,28.21822751,7,7.561289196,8.263793315,22.10948302,4,4.172352227,4.651589515,13.64126195,6,6.38382492,7.533267703,26.58074457,7,7.459241702,8.51087044,27.09205149
cheB,PA14 ref,complement(195871..196920),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383573,3,8.766581441,10.10782227,13.42664954,2,5.611202317,6.40563844,8.617082322,1,2.321402601,2.576904154,3.470085362,0,0,0,0,3,7.103097554,7.894014304,10.93348468,3,6.227398436,6.742400817,10.07420281,1,2.024253594,2.198534592,2.890587977,2,3.993169683,4.385208935,6.231492858,1,2.001321673,2.189839488,3.135358612,0,0,0,0,5,9.894435281,11.03091228,17.05157743,4,8.074018565,9.527790009,17.72049638,5,10.10803365,11.5330979,19.35146535
PA14_02190,PA14 ref,complement(196940..197542),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383574,2,10.17679438,11.73379036,8.951099697,2,9.770750302,11.15409679,8.617082322,1,4.042243335,4.487146537,3.470085362,1,4.1502117,4.561430917,3.649613816,3,12.36857783,13.74579605,10.93348468,0,0,0,0,2,7.049639384,7.65658813,5.781175954,5,17.38320136,19.08983989,15.57873215,0,0,0,0,0,0,0,0,6,20.67493939,23.04966745,20.46189292,1,3.514809077,4.14766978,4.430124096,1,3.520210725,4.016501757,3.87029307
PA14_02200,PA14 ref,complement(197548..198390),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383575,4,14.55897274,16.78641895,17.90219939,2,6.989042031,7.978553218,8.617082322,1,2.891426727,3.209667096,3.470085362,3,8.905970302,9.788408694,10.94884145,0,0,0,0,4,10.34206146,11.19734418,13.43227041,5,12.60656153,13.69194141,14.45293988,8,19.89479557,21.84801605,24.92597143,3,7.478248244,8.182674244,9.406075835,4,10.20985465,11.15843164,12.6339903,7,17.25364159,19.23539863,23.87220841,5,12.57075844,14.83419263,22.15062048,9,22.66213951,25.85712341,34.83263763
PA14_02220,PA14 ref,complement(198460..200499),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383576,49,73.69944692,84.97507445,219.3019426,32,46.20990143,52.75231657,137.8733171,31,37.04002679,41.11677952,107.5726462,52,63.79119513,70.11187639,189.7799184,44,53.62142271,59.59206877,160.3577754,46,49.1476053,53.21208488,154.4711098,42,43.75959976,47.52714485,121.404695,35,35.96788869,39.4991246,109.051125,40,41.2036815,45.08493064,125.4143445,54,56.95747593,62.24928006,170.558869,43,43.79742676,48.82800876,146.6435659,34,35.32383122,41.68408129,150.6242193,29,30.1754534,34.42968933,112.238499
cheW,PA14 ref,complement(200535..201020),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383577,10,63.13381696,72.79295872,44.75549848,11,66.67632382,76.1163827,47.39395277,11,55.16913588,61.2412407,38.17093898,4,20.59734695,22.6382127,14.59845526,12,61.38479368,68.2198767,43.73393873,10,44.8475196,48.55638448,33.58067603,10,43.73387395,47.49920414,28.90587977,10,43.13609226,47.37108417,31.15746429,6,25.94305872,28.38680818,18.81215167,17,75.26616618,82.25899377,53.69445876,27,115.4350783,128.6939766,92.07851815,14,61.05353545,72.04656026,62.02173734,13,56.77969521,64.78468575,50.3138099
cheA,PA14 ref,complement(201007..202926),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383578,28,44.74609277,51.59200949,125.3153958,27,41.4264546,47.29162755,116.3306113,25,31.73792618,35.23111148,86.75213405,30,39.10277586,42.97723192,109.4884145,25,32.37088729,35.9753256,91.11237236,38,43.13770791,46.70517232,127.6065689,39,43.17353369,46.89062059,112.7329311,35,38.21588173,41.96781989,109.051125,33,36.11760206,39.51975951,103.4668342,35,39.22418771,42.86842782,110.5474151,50,54.11019294,60.32530152,170.5157743,28,30.90835232,36.47357113,124.0434747,35,38.69481633,44.15014041,135.4602574
PA14_02260,PA14 ref,complement(202954..203319),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383579,33,276.650316,318.9763584,147.693145,57,458.7847796,523.7397003,245.5868462,46,306.3490317,340.0668597,159.6239267,52,355.557481,390.7875078,189.7799184,52,353.2141407,392.5438807,189.5137345,48,285.8477971,309.4872506,161.187245,75,435.5463677,473.0453527,216.7940983,39,223.388386,245.32009,121.5141107,52,298.5578233,326.6809728,163.0386478,74,435.0486018,475.4680894,233.7288205,104,590.4220397,658.2380441,354.6728106,95,550.1252404,649.1783152,420.8617891,120,695.9629728,794.0821506,464.4351683
PA14_02270,PA14 ref,complement(203517..204689),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383580,18,47.08394124,54.28753648,80.55989727,37,92.9220844,106.0780279,159.416023,53,110.133039,122.25466,183.9145242,57,121.6086329,133.6580921,208.0279875,55,116.5683102,129.5479756,200.4472192,43,79.8996986,86.50735916,144.3969069,46,83.35161859,90.52789495,132.9670469,38,67.91452275,74.582198,118.3983643,44,78.82443417,86.24943252,137.9557789,56,102.7252384,112.269233,176.8758642,88,155.8816402,173.7862395,300.1077629,58,104.797044,123.6663281,256.9471975,71,128.4831899,146.5971779,274.7908079
PA14_02290,PA14 ref,complement(204880..205815),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383581,2,6.556204069,7.55926879,8.951099697,5,15.73654496,17.96453088,21.5427058,4,10.41655013,11.56303146,13.88034145,12,32.08432891,35.26336978,43.79536579,3,7.96821841,8.855464764,10.93348468,3,6.98586363,7.56359066,10.07420281,3,6.812391904,7.398914491,8.671763931,2,4.479517273,4.919304895,6.231492858,4,8.980289558,9.826202831,12.54143445,6,13.79312095,15.07461198,18.95098545,5,11.09952676,12.37442083,17.05157743,5,11.32174078,13.36028247,22.15062048,7,15.87479644,18.11287812,27.09205149
fabG_1,PA14 ref,205932..206684,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383582,2,8.1495445,9.396381922,8.951099697,1,3.91219285,4.466082578,4.308541161,0,0,0,0,0,0,0,0,4,13.20629027,14.67678622,14.57797958,1,2.894541106,3.133918042,3.358067603,0,0,0,0,1,2.784082449,3.057416588,3.115746429,1,2.790687592,3.053561039,3.135358612,1,2.857539002,3.123027183,3.158497574,0,0,0,0,1,2.814647906,3.32144074,4.430124096,0,0,0,0
atsA,PA14 ref,complement(206784..208394),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383583,0,0,0,0,0,0,0,0,2,3.02603691,3.359092938,6.940170724,4,6.21372478,6.829404949,14.59845526,0,0,0,0,1,1.352941932,1.464829476,3.358067603,1,1.319345918,1.432936885,2.890587977,1,1.30131228,1.429071813,3.115746429,1,1.304399601,1.427269685,3.135358612,1,1.335646722,1.459738963,3.158497574,0,0,0,0,1,1.315598928,1.55247975,4.430124096,1,1.317620774,1.503383339,3.87029307
PA14_02330,PA14 ref,complement(208482..209321),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383584,0,0,0,0,0,0,0,0,0,0,0,0,1,2.979259113,3.274455766,3.649613816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.501652091,2.73729936,3.135358612,0,0,0,0,1,2.47360882,2.75772807,3.410315487,0,0,0,0,0,0,0,0
PA14_02340,PA14 ref,complement(209318..210934),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383585,1,1.89752845,2.187840318,4.475549848,1,1.821818934,2.07975274,4.308541161,0,0,0,0,0,0,0,0,1,1.537467003,1.708661105,3.644494895,0,0,0,0,2,2.628900772,2.855239729,5.781175954,0,0,0,0,2,2.599119056,2.843947387,6.270717224,1,1.330690704,1.454322492,3.158497574,2,2.56998319,2.86517202,6.820630974,1,1.3107173,1.546719157,4.430124096,1,1.312731643,1.497804922,3.87029307
PA14_02360,PA14 ref,211201..212262,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383586,5,14.44587337,16.65601598,22.37774924,1,2.77389945,3.166629173,4.308541161,1,2.295172063,2.547786593,3.470085362,1,2.356476135,2.589965012,3.649613816,1,2.340945522,2.601605468,3.644494895,1,2.052344117,2.222071832,3.358067603,2,4.002761345,4.347384786,5.781175954,0,0,0,0,0,0,0,0,2,4.052216325,4.428699565,6.316995149,3,5.869580251,6.543761521,10.23094646,1,1.995696679,2.355032841,4.430124096,1,1.998763717,2.280556082,3.87029307
PA14_02370,PA14 ref,complement(212285..213643),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383587,0,0,0,0,1,2.167683014,2.474584386,4.308541161,0,0,0,0,4,7.365938646,8.095784674,14.59845526,3,5.488044468,6.09912805,10.93348468,2,3.207637163,3.47290697,6.716135207,1,1.563992843,1.698647035,2.890587977,1,1.54261522,1.694065262,3.115746429,0,0,0,0,3,4.749948937,5.191257106,9.475492723,2,3.057882868,3.409111962,6.820630974,2,3.119102095,3.68071358,8.860248191,0,0,0,0
PA14_02380,PA14 ref,213891..214616,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383588,2,8.452626734,9.745834142,8.951099697,4,16.2307505,18.52870623,17.23416464,8,26.85920364,29.81541997,27.7606829,3,10.34122998,11.36587952,10.94884145,6,20.54614995,22.83392567,21.86696937,1,3.002189329,3.250468713,3.358067603,3,8.782918488,9.539096368,8.671763931,2,5.77524541,6.342244328,6.231492858,2,5.788946988,6.334246453,6.270717224,4,11.85524445,12.95669129,12.6339903,1,2.862026734,3.19075975,3.410315487,0,0,0,0,1,2.923811387,3.336020054,3.87029307
